imdbID,Title,Year,Cast,Meter,Metacritic,AdjBoxOffice,LeadActor,Gender
tt0371746,Iron Man,2008,"Robert Downey Jr., Terrence Howard, Jeff Bridges, Gwyneth Paltrow",94,79,"$351,796,994",Robert Downey Jr.,m
tt0290002,Meet the Fockers,2004,"Robert De Niro, Ben Stiller, Dustin Hoffman, Barbra Streisand",38,41,"$351,618,339",Robert De Niro,m
tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,2008,"Harrison Ford, Cate Blanchett, Karen Allen, Shia LaBeouf",78,65,"$350,360,185",Harrison Ford,m
tt1014759,Alice in Wonderland,2010,"Johnny Depp, Mia Wasikowska, Helena Bonham Carter, Anne Hathaway",52,53,"$348,335,658",Johnny Depp,m
tt0295297,Harry Potter and the Chamber of Secrets,2002,"Daniel Radcliffe, Rupert Grint, Emma Watson, Richard Griffiths",82,63,"$346,279,017",Daniel Radcliffe,m
tt1228705,Iron Man 2,2010,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Scarlett Johansson",72,57,"$340,480,923",Robert Downey Jr.,m
tt1951265,The Hunger Games: Mockingjay - Part 1,2014,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson",65,64,"$338,797,974",Jennifer Lawrence,f
tt2293640,Minions,2015,"Sandra Bullock, Jon Hamm, Michael Keaton, Allison Janney",55,56,"$337,292,752",Sandra Bullock,f
tt0373889,Harry Potter and the Order of the Phoenix,2007,"Daniel Radcliffe, Harry Melling, Jason Boyd, Richard Macklin",79,71,"$335,041,226",Daniel Radcliffe,m
tt2015381,Guardians of the Galaxy,2014,"Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel",91,76,"$334,878,330",Chris Pratt,m
tt0417741,Harry Potter and the Half-Blood Prince,2009,"Daniel Radcliffe, Michael Gambon, Dave Legeno, Elarica Johnson",83,78,"$334,743,480",Daniel Radcliffe,m
tt1259571,The Twilight Saga: New Moon,2009,"Kristen Stewart, Christina Jastrzembska, Robert Pattinson, Billy Burke",28,44,"$328,866,897",Kristen Stewart,f
tt1325004,The Twilight Saga: Eclipse,2010,"Xavier Samuel, Kristen Stewart, Robert Pattinson, Billy Burke",49,58,"$327,826,073",Xavier Samuel,m
tt1049413,Up,2009,"Edward Asner, Christopher Plummer, Jordan Nagai, Bob Peterson",98,88,"$324,875,255",Edward Asner,m
tt0926084,Harry Potter and the Deathly Hallows: Part 1,2010,"Bill Nighy, Emma Watson, Richard Griffiths, Harry Melling",78,65,"$321,825,929",Bill Nighy,m
tt1375666,Inception,2010,"Leonardo DiCaprio, Joseph Gordon-Levitt, Ellen Page, Tom Hardy",86,74,"$319,207,684",Leonardo DiCaprio,m
tt0259446,My Big Fat Greek Wedding,2002,"Nia Vardalos, Michael Constantine, Christina Eleusiniotis, Kaylee Vieira",76,62,"$319,163,968",Nia Vardalos,f
tt0304141,Harry Potter and the Prisoner of Azkaban,2004,"Daniel Radcliffe, Richard Griffiths, Pam Ferris, Fiona Shaw",91,82,"$314,088,874",Daniel Radcliffe,m
tt0903624,The Hobbit: An Unexpected Journey,2012,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott",64,58,"$313,967,649",Ian McKellen,m
tt0315327,Bruce Almighty,2003,"Jim Carrey, Morgan Freeman, Jennifer Aniston, Philip Baker Hall",48,46,"$313,675,207",Jim Carrey,m
tt1074638,Skyfall,2012,"Daniel Craig, Judi Dench, Javier Bardem, Ralph Fiennes",93,81,"$310,133,720",Daniel Craig,m
tt1119646,The Hangover,2009,"Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha",79,73,"$307,467,264",Bradley Cooper,m
tt0266915,Rush Hour 2,2001,"Jackie Chan, Chris Tucker, John Lone, Ziyi Zhang",52,48,"$303,696,768",Jackie Chan,m
tt1673434,The Twilight Saga: Breaking Dawn - Part 2,2012,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Peter Facinelli",49,52,"$302,880,342",Kristen Stewart,f
tt0286106,Signs,2002,"Mel Gibson, Joaquin Phoenix, Rory Culkin, Abigail Breslin",74,59,"$301,439,984",Mel Gibson,m
tt1324999,The Twilight Saga: Breaking Dawn - Part 1,2011,"Taylor Lautner, Gil Birmingham, Billy Burke, Sarah Clarke",24,45,"$297,538,442",Taylor Lautner,m
tt0770828,Man of Steel,2013,"Henry Cavill, Amy Adams, Michael Shannon, Diane Lane",56,55,"$297,174,931",Henry Cavill,m
tt0477347,Night at the Museum,2006,"Ben Stiller, Carla Gugino, Dick Van Dyke, Mickey Rooney",44,48,"$296,028,820",Ben Stiller,m
tt0480249,I Am Legend,2007,"Will Smith, Alice Braga, Charlie Tahan, Salli Richardson-Whitfield",70,65,"$294,078,994",Will Smith,m
tt0317219,Cars,2006,"Owen Wilson, Paul Newman, Bonnie Hunt, Larry the Cable Guy",74,73,"$288,120,554",Owen Wilson,m
tt0796366,Star Trek,2009,"Chris Pine, Zachary Quinto, Leonard Nimoy, Eric Bana",95,82,"$285,734,994",Chris Pine,m
tt0407304,War of the Worlds,2005,"Tom Cruise, Dakota Fanning, Miranda Otto, Justin Chatwin",74,73,"$285,220,358",Tom Cruise,m
tt0878804,The Blind Side,2009,"Sandra Bullock, Tim McGraw, Quinton Aaron, Jae Head",66,53,"$283,295,658",Sandra Bullock,f
tt0295178,Austin Powers in Goldmember,2002,"Mike Myers, Beyoncé Knowles, Seth Green, Michael York",54,62,"$281,864,242",Mike Myers,m
tt1454468,Gravity,2013,"Sandra Bullock, George Clooney, Ed Harris, Orto Ignatiussen",97,96,"$279,916,318",Sandra Bullock,f
tt0290334,X-Men 2,2003,"Patrick Stewart, Hugh Jackman, Ian McKellen, Halle Berry",86,68,"$277,730,563",Patrick Stewart,m
tt0376994,X-Men: The Last Stand,2006,"Hugh Jackman, Halle Berry, Ian McKellen, Patrick Stewart",58,58,"$276,435,206",Hugh Jackman,m
tt1323594,Despicable Me,2010,"Steve Carell, Jason Segel, Russell Brand, Julie Andrews",81,72,"$274,370,241",Steve Carell,m
tt1453405,Monsters University,2013,"Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren",78,65,"$274,197,488",Billy Crystal,m
tt0948470,The Amazing Spider-Man,2012,"Andrew Garfield, Emma Stone, Rhys Ifans, Denis Leary",73,66,"$271,483,577",Andrew Garfield,m
tt0209163,The Mummy Returns,2001,"Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo",47,48,"$269,698,855",Brendan Fraser,m
tt1411697,The Hangover Part II,2011,"Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha",34,44,"$269,191,374",Bradley Cooper,m
tt0213149,Pearl Harbor,2001,"Ben Affleck, Josh Hartnett, Kate Beckinsale, William Lee Scott",25,44,"$265,801,861",Ben Affleck,m
tt0360717,King Kong,2005,"Naomi Watts, Jack Black, Adrien Brody, Thomas Kretschmann",84,81,"$265,726,442",Naomi Watts,f
tt1170358,The Hobbit: The Desolation of Smaug,2013,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott",74,66,"$263,883,169",Ian McKellen,m
tt1843866,Captain America: The Winter Soldier,2014,"Chris Evans, Samuel L. Jackson, Scarlett Johansson, Robert Redford",89,70,"$261,008,110",Chris Evans,m
tt0440963,The Bourne Ultimatum,2007,"Matt Damon, Julia Stiles, David Strathairn, Scott Glenn",93,85,"$260,919,092",Matt Damon,m
tt0892791,Shrek Forever After,2010,"Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas",58,58,"$259,969,894",Mike Myers,m
tt1490017,The Lego Movie,2014,"Will Arnett, Elizabeth Banks, Craig Berry, Alison Brie",96,83,"$259,098,540",Will Arnett,m
tt0172495,Gladiator,2000,"Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed",76,64,"$258,781,286",Russell Crowe,m
tt0382625,The Da Vinci Code,2006,"Tom Hanks, Audrey Tautou, Ian McKellen, Jean Reno",25,46,"$256,723,558",Tom Hanks,m
tt1298650,Pirates of the Caribbean: On Stranger Tides,2011,"Johnny Depp, Penélope Cruz, Geoffrey Rush, Ian McShane",33,45,"$255,017,840",Johnny Depp,m
tt0396269,Wedding Crashers,2005,"Owen Wilson, Vince Vaughn, Christopher Walken, Rachel McAdams",75,64,"$254,882,951",Owen Wilson,m
tt0465234,National Treasure: Book of Secrets,2007,"Nicolas Cage, Justin Bartha, Diane Kruger, Jon Voight",35,48,"$252,313,581",Nicolas Cage,m
tt0448157,Hancock,2008,"Will Smith, Charlize Theron, Jason Bateman, Jae Head",41,49,"$251,883,553",Will Smith,m
tt0120912,Men in Black II,2002,"Tommy Lee Jones, Will Smith, Rip Torn, Lara Flynn Boyle",39,49,"$251,839,285",Tommy Lee Jones,m
tt0367594,Charlie and the Chocolate Factory,2005,"Johnny Depp, Freddie Highmore, David Kelly, Helena Bonham Carter",83,72,"$251,471,516",Johnny Depp,m
tt0207201,What Women Want,2000,"Mel Gibson, Helen Hunt, Marisa Tomei, Alan Alda",54,47,"$250,767,771",Mel Gibson,m
tt0372784,Batman Begins,2005,"Christian Bale, Michael Caine, Liam Neeson, Katie Holmes",85,70,"$250,009,472",Christian Bale,m
tt0952640,Alvin and the Chipmunks,2007,"Jason Lee, David Cross, Cameron Richardson, Jane Lynch",27,39,"$249,215,597",Jason Lee,m
tt0416449,300,2006,"Gerard Butler, Lena Headey, Dominic West, David Wenham",60,51,"$248,579,224",Gerard Butler,m
tt0910970,WALL·E,2008,"Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard",96,94,"$247,241,556",Ben Burtt,m
tt2109248,Transformers: Age of Extinction,2014,"Mark Wahlberg, Stanley Tucci, Kelsey Grammer, Nicola Peltz",18,32,"$246,636,081",Mark Wahlberg,m
tt0240772,Ocean's Eleven,2001,"George Clooney, Cecelia Ann Birt, Paul L. Nolan, Carol Florence",82,74,"$246,316,892",George Clooney,m
tt1217209,Brave,2012,"Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters",78,69,"$245,889,515",Kelly Macdonald,f
tt1905041,Fast & Furious 6,2013,"Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster",69,61,"$243,765,141",Vin Diesel,m
tt1231580,Alvin and the Chipmunks: The Squeakquel,2009,"Zachary Levi, David Cross, Jason Lee, Justin Long",21,41,"$243,157,486",Zachary Levi,m
tt1587310,Maleficent,2014,"Angelina Jolie, Elle Fanning, Sharlto Copley, Lesley Manville",49,56,"$242,615,933",Angelina Jolie,f
tt0163025,Jurassic Park III,2001,"Sam Neill, William H. Macy, Téa Leoni, Alessandro Nivola",50,42,"$242,016,760",Sam Neill,m
tt1623205,Oz the Great and Powerful,2013,"James Franco, Mila Kunis, Rachel Weisz, Michelle Williams",59,44,"$239,884,506",James Franco,m
tt0133152,Planet of the Apes,2001,"Mark Wahlberg, Tim Roth, Helena Bonham Carter, Michael Clarke Duncan",45,50,"$239,329,178",Mark Wahlberg,m
tt0441773,Kung Fu Panda,2008,"Jack Black, Dustin Hoffman, Angelina Jolie, Ian McShane",87,73,"$238,068,088",Jack Black,m
tt0892769,How to Train Your Dragon,2010,"Jay Baruchel, Gerard Butler, Craig Ferguson, America Ferrera",98,74,"$237,169,345",Jay Baruchel,m
tt0382932,Ratatouille,2007,"Patton Oswalt, Ian Holm, Lou Romano, Brian Dennehy",96,96,"$236,823,661",Patton Oswalt,m
tt0348150,Superman Returns,2006,"Brandon Routh, Kate Bosworth, Kevin Spacey, James Marsden",76,72,"$236,067,639",Brandon Routh,m
tt0351283,Madagascar,2005,"Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith",55,57,"$235,267,198",Ben Stiller,m
tt0319262,The Day After Tomorrow,2004,"Dennis Quaid, Jake Gyllenhaal, Emmy Rossum, Dash Mihok",45,47,"$234,999,935",Dennis Quaid,m
tt1408101,Star Trek Into Darkness,2013,"Chris Pine, Zachary Quinto, Zoe Saldana, Karl Urban",87,72,"$233,655,066",Chris Pine,m
tt0366548,Happy Feet,2006,"Carlos Alazraqui, Lombardo Boyar, Jeffrey Garcia, Johnny A. Sanchez",75,77,"$233,588,929",Carlos Alazraqui,m
tt0268380,Ice Age,2002,"Ray Romano, John Leguizamo, Denis Leary, Goran Visnjic",77,60,"$233,057,153",Ray Romano,m
tt0988045,Sherlock Holmes,2009,"Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong",70,57,"$231,404,320",Robert Downey Jr.,m
tt0438097,Ice Age: The Meltdown,2006,"Ray Romano, John Leguizamo, Denis Leary, Seann William Scott",57,58,"$230,520,050",Ray Romano,m
tt0268978,A Beautiful Mind,2001,"Russell Crowe, Ed Harris, Jennifer Connelly, Christopher Plummer",75,72,"$229,385,125",Russell Crowe,m
tt0212338,Meet the Parents,2000,"Robert De Niro, Ben Stiller, Teri Polo, Blythe Danner",84,73,"$227,279,880",Robert De Niro,m
tt0356910,Mr. & Mrs. Smith,2005,"Brad Pitt, Angelina Jolie, Vince Vaughn, Adam Brody",59,55,"$226,738,610",Brad Pitt,m
tt1637725,Ted,2012,"Mark Wahlberg, Mila Kunis, Seth MacFarlane, Joel McHale",67,62,"$226,512,633",Mark Wahlberg,m
tt1277953,Madagascar 3: Europe's Most Wanted,2012,"Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith",79,60,"$224,233,000",Ben Stiller,m
tt0319343,Elf,2003,"Will Ferrell, James Caan, Bob Newhart, Edward Asner",84,64,"$224,201,488",Will Ferrell,m
tt2245084,Big Hero 6,2014,"Scott Adsit, Ryan Potter, Daniel Henney, T.J. Miller",89,74,"$223,620,733",Scott Adsit,m
tt1596343,Fast Five,2011,"Vin Diesel, Paul Walker, Jordana Brewster, Tyrese Gibson",78,67,"$221,911,003",Vin Diesel,m
tt0372183,The Bourne Supremacy,2004,"Matt Damon, Franka Potente, Brian Cox, Julia Stiles",81,73,"$221,650,528",Matt Damon,m
tt1482459,The Lorax,2012,"Danny DeVito, Ed Helms, Zac Efron, Taylor Swift",54,46,"$221,642,508",Danny DeVito,m
tt1229238,Mission: Impossible - Ghost Protocol,2011,"Tom Cruise, Paula Patton, Simon Pegg, Jeremy Renner",93,73,"$221,487,912",Tom Cruise,m
tt0212985,Hannibal,2001,"Anthony Hopkins, Julianne Moore, Gary Oldman, Ray Liotta",39,57,"$220,247,346",Anthony Hopkins,m
tt0892782,Monsters vs. Aliens,2009,"Reese Witherspoon, Seth Rogen, Hugh Laurie, Will Arnett",72,56,"$219,872,912",Reese Witherspoon,f
tt0398286,Tangled,2010,"Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman",90,71,"$219,059,819",Mandy Moore,f
tt0368891,National Treasure,2004,"Nicolas Cage, Diane Kruger, Justin Bartha, Sean Bean",44,39,"$217,872,394",Nicolas Cage,m
tt0264464,Catch Me If You Can,2002,"Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen",96,76,"$217,449,467",Leonardo DiCaprio,m
tt0386588,Hitch,2005,"Will Smith, Eva Mendes, Kevin James, Amber Valletta",69,58,"$216,382,467",Will Smith,m
tt0120903,X-Men,2000,"Hugh Jackman, Patrick Stewart, Ian McKellen, Famke Janssen",81,64,"$215,812,263",Hugh Jackman,m
tt0161081,What Lies Beneath,2000,"Michelle Pfeiffer, Katharine Towne, Miranda Otto, James Remar",46,51,"$214,154,295",Michelle Pfeiffer,f
tt1099212,Twilight,2008,"Kristen Stewart, Sarah Clarke, Matt Bushell, Billy Burke",48,56,"$211,542,396",Kristen Stewart,f
tt1981115,Thor: The Dark World,2013,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins",66,54,"$210,779,745",Chris Hemsworth,m
tt0462538,The Simpsons Movie,2007,"Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith",89,80,"$209,974,467",Dan Castellaneta,m
tt0816711,World War Z,2013,"Brad Pitt, Mireille Enos, Daniella Kertesz, James Badge Dale",67,63,"$206,694,866",Brad Pitt,m
tt1872181,The Amazing Spider-Man 2,2014,"Andrew Garfield, Emma Stone, Jamie Foxx, Dane DeHaan",53,53,"$203,922,008",Andrew Garfield,m
tt0267913,Scooby-Doo,2002,"Freddie Prinze Jr., Sarah Michelle Gellar, Matthew Lillard, Linda Cardellini",30,35,"$202,635,391",Freddie Prinze Jr.,m
tt1216475,Cars 2,2011,"Larry the Cable Guy, Owen Wilson, Michael Caine, Emily Mortimer",39,57,"$202,554,609",Larry the Cable Guy,m
tt0307453,Shark Tale,2004,"Will Smith, Robert De Niro, Renée Zellweger, Jack Black",35,48,"$202,507,983",Will Smith,m
tt1661199,Cinderella,2015,"Cate Blanchett, Lily James, Richard Madden, Helena Bonham Carter",84,67,"$201,873,727",Cate Blanchett,f
tt0831387,Godzilla,2014,"Aaron Taylor-Johnson, CJ Adams, Ken Watanabe, Bryan Cranston",74,62,"$201,710,927",Aaron Taylor-Johnson,m
tt2379713,Spectre,2015,"Daniel Craig, Christoph Waltz, Léa Seydoux, Ralph Fiennes",64,60,"$200,568,725",Daniel Craig,m
tt0458525,X-Men Origins: Wolverine,2009,"Hugh Jackman, Liev Schreiber, Danny Huston, Will.i.am",38,40,"$199,249,431",Hugh Jackman,m
tt0479952,Madagascar: Escape 2 Africa,2008,"Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith",64,61,"$198,942,692",Ben Stiller,m
tt1515091,Sherlock Holmes: A Game of Shadows,2011,"Robert Downey Jr., Jude Law, Noomi Rapace, Rachel McAdams",59,48,"$197,583,295",Robert Downey Jr.,m
tt0381061,Casino Royale,2006,"Daniel Craig, Eva Green, Mads Mikkelsen, Judi Dench",95,80,"$197,116,479",Daniel Craig,m
tt1078912,Night at the Museum: Battle of the Smithsonian,2009,"Ben Stiller, Amy Adams, Owen Wilson, Hank Azaria",44,42,"$196,366,579",Ben Stiller,m
tt1772341,Wreck-It Ralph,2012,"John C. Reilly, Sarah Silverman, Jack McBrayer, Jane Lynch",86,72,"$196,255,685",John C. Reilly,m
tt0181852,Terminator 3: Rise of the Machines,2003,"Arnold Schwarzenegger, Nick Stahl, Claire Danes, Kristanna Loken",70,66,"$194,333,815",Arnold Schwarzenegger,m
tt0252866,American Pie 2,2001,"Jason Biggs, Shannon Elizabeth, Alyson Hannigan, Chris Klein",52,43,"$193,505,905",Jason Biggs,m
tt0486946,Wild Hogs,2007,"Tim Allen, John Travolta, Martin Lawrence, William H. Macy",14,27,"$192,992,925",Tim Allen,m
tt0275847,Lilo & Stitch,2002,"Daveigh Chase, Chris Sanders, Tia Carrere, David Ogden Stiers",86,73,"$192,847,520",Daveigh Chase,f
tt2294449,22 Jump Street,2014,"Jonah Hill, Channing Tatum, Peter Stormare, Wyatt Russell",85,71,"$192,665,594",Jonah Hill,m
tt1155076,The Karate Kid,2010,"Jaden Smith, Jackie Chan, Taraji P. Henson, Wenwen Han",66,61,"$192,659,183",Jaden Smith,m
tt0398165,The Longest Yard,2005,"Adam Sandler, Chris Rock, Burt Reynolds, Nelly",31,48,"$192,380,583",Adam Sandler,m
tt1291150,Teenage Mutant Ninja Turtles,2014,"Megan Fox, Will Arnett, William Fichtner, Alan Ritchson",21,31,"$192,163,075",Megan Fox,f
tt0454921,The Pursuit of Happyness,2006,"Will Smith, Jaden Smith, Thandie Newton, Brian Howe",67,64,"$191,922,991",Will Smith,m
tt0232500,The Fast and the Furious,2001,"Paul Walker, Vin Diesel, Michelle Rodriguez, Jordana Brewster",53,58,"$191,490,218",Paul Walker,m
tt0800369,Thor,2011,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins",77,57,"$191,448,482",Chris Hemsworth,m
tt0481499,The Croods,2013,"Nicolas Cage, Emma Stone, Ryan Reynolds, Catherine Keener",70,55,"$191,172,327",Nicolas Cage,m
tt0443272,Lincoln,2012,"Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt",90,86,"$188,795,068",Daniel Day-Lewis,m
tt0120667,Fantastic Four,2005,"Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis",27,40,"$188,238,126",Ioan Gruffudd,m
tt1104001,TRON: Legacy,2010,"Jeff Bridges, Garrett Hedlund, Olivia Wilde, Bruce Boxleitner",51,49,"$187,749,974",Jeff Bridges,m
tt0130623,Dinosaur,2000,"D.B. Sweeney, Alfre Woodard, Ossie Davis, Max Casella",65,56,"$187,350,467",D.B. Sweeney,m
tt1318514,Rise of the Planet of the Apes,2011,"Andy Serkis, Karin Konoval, Terry Notary, Richard Ridings",82,68,"$186,900,258",Andy Serkis,m
tt0458339,Captain America: The First Avenger,2011,"Chris Evans, Hayley Atwell, Sebastian Stan, Tommy Lee Jones",79,66,"$186,794,486",Chris Evans,m
tt0295701,xXx,2002,"Vin Diesel, Asia Argento, Marton Csokas, Samuel L. Jackson",48,48,"$186,630,898",Vin Diesel,m
tt1403865,True Grit,2010,"Jeff Bridges, Hailee Steinfeld, Matt Damon, Josh Brolin",96,80,"$186,549,945",Jeff Bridges,m
tt0830515,Quantum of Solace,2008,"Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench",65,58,"$186,121,940",Daniel Craig,m
tt1409024,Men in Black 3,2012,"Will Smith, Tommy Lee Jones, Josh Brolin, Jemaine Clement",69,58,"$185,479,238",Will Smith,m
tt1190080,2012,2009,"John Cusack, Amanda Peet, Chiwetel Ejiofor, Thandie Newton",39,49,"$184,169,897",John Cusack,m
tt0304669,The Santa Clause 2,2002,"Tim Allen, Elizabeth Mitchell, David Krumholtz, Eric Lloyd",55,48,"$184,117,796",Tim Allen,m
tt0327084,Over the Hedge,2006,"Bruce Willis, Garry Shandling, Steve Carell, Wanda Sykes",75,67,"$182,952,420",Bruce Willis,m
tt1041829,The Proposal,2009,"Sandra Bullock, Ryan Reynolds, Mary Steenburgen, Craig T. Nelson",44,48,"$181,730,561",Sandra Bullock,f
tt0478970,Ant-Man,2015,"Paul Rudd, Michael Douglas, Evangeline Lilly, Corey Stoll",80,64,"$180,893,315",Paul Rudd,m
tt0242653,The Matrix Revolutions,2003,"Mary Alice, Tanveer K. Atwal, Helmut Bakaitis, Kate Beahan",36,47,"$179,852,520",Mary Alice,f
tt1454029,The Help,2011,"Emma Stone, Viola Davis, Bryce Dallas Howard, Octavia Spencer",76,62,"$179,496,173",Emma Stone,f
tt0308353,Happily N'Ever After,2006,"George Carlin, John DiMaggio, Andy Dick, Sarah Michelle Gellar",4,28,"$179,293,372",George Carlin,m
tt0349205,Cheaper by the Dozen,2003,"Steve Martin, Bonnie Hunt, Piper Perabo, Tom Welling",24,46,"$179,076,736",Steve Martin,m
tt0172156,Bad Boys II,2003,"Martin Lawrence, Will Smith, Jordi Mollà, Gabrielle Union",23,38,"$178,947,439",Martin Lawrence,m
tt1478338,Bridesmaids,2011,"Kristen Wiig, Terry Crews, Maya Rudolph, Tom Yi",90,75,"$178,861,537",Kristen Wiig,f
tt2224026,Home,2015,"Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez",47,55,"$178,082,542",Jim Parsons,m
tt0800320,Clash of the Titans,2010,"Sam Worthington, Liam Neeson, Ralph Fiennes, Jason Flemyng",28,39,"$178,040,649",Sam Worthington,m
tt1646971,How to Train Your Dragon 2,2014,"Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson",91,76,"$177,891,550",Jay Baruchel,m
tt1375670,Grown Ups,2010,"Adam Sandler, Kevin James, Chris Rock, David Spade",10,30,"$176,731,527",Adam Sandler,m
tt0190332,"Crouching Tiger, Hidden Dragon",2000,"Yun-Fat Chow, Michelle Yeoh, Ziyi Zhang, Chen Chang",97,93,"$176,435,506",Yun-Fat Chow,m
tt0415306,Talladega Nights: The Ballad of Ricky Bobby,2006,"Will Ferrell, John C. Reilly, Sacha Baron Cohen, Gary Cole",72,66,"$174,926,120",Will Ferrell,m
tt1302011,Kung Fu Panda 2,2011,"Jack Black, Angelina Jolie, Dustin Hoffman, Gary Oldman",81,67,"$174,736,404",Jack Black,m
tt0181689,Minority Report,2002,"Tom Cruise, Max von Sydow, Steve Harris, Neal McDonough",90,80,"$174,462,194",Tom Cruise,m
tt0146316,Lara Croft: Tomb Raider,2001,"Angelina Jolie, Jon Voight, Iain Glen, Noah Taylor",19,33,"$174,020,935",Angelina Jolie,f
tt0305224,Anger Management,2003,"Adam Sandler, Jack Nicholson, Marisa Tomei, Luis Guzmán",43,52,"$172,999,764",Adam Sandler,m
tt0160127,Charlie's Angels,2000,"Cameron Diaz, Drew Barrymore, Lucy Liu, Bill Murray",67,52,"$171,876,092",Cameron Diaz,f
tt1013752,Fast & Furious,2009,"Vin Diesel, Paul Walker, Jordana Brewster, Michelle Rodriguez",28,45,"$171,862,336",Vin Diesel,m
tt0181865,Traffic,2000,"Benicio Del Toro, Jacob Vargas, Andrew Chavez, Michael Saucedo",92,86,"$171,047,107",Benicio Del Toro,m
tt0286716,Hulk,2003,"Eric Bana, Jennifer Connelly, Sam Elliott, Josh Lucas",61,54,"$170,801,710",Eric Bana,m
tt0451079,Horton Hears a Who!,2008,"Jim Carrey, Steve Carell, Carol Burnett, Will Arnett",79,71,"$170,648,620",Jim Carrey,m
tt2510894,Hotel Transylvania 2,2015,"Adam Sandler, Andy Samberg, Selena Gomez, Kevin James",56,44,"$170,352,916",Adam Sandler,m
tt0298130,The Ring,2002,"Naomi Watts, Martin Henderson, David Dorfman, Brian Cox",72,57,"$170,097,332",Naomi Watts,f
tt0144528,Nutty Professor II: The Klumps,2000,"Eddie Murphy, Janet Jackson, Larry Miller, John Ales",26,38,"$169,112,811",Eddie Murphy,m
tt1853728,Django Unchained,2012,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington",88,81,"$168,692,849",Jamie Foxx,m
tt1000774,Sex and the City,2008,"Sarah Jessica Parker, Kim Cattrall, Kristin Davis, Cynthia Nixon",49,53,"$168,659,193",Sarah Jessica Parker,f
tt0256415,Sweet Home Alabama,2002,"Reese Witherspoon, Josh Lucas, Patrick Dempsey, Candice Bergen",38,45,"$168,245,573",Reese Witherspoon,f
tt0332452,Troy,2004,"Julian Glover, Brian Cox, Nathan Jones, Adoni Maropis",54,56,"$167,623,212",Julian Glover,m
tt1667889,Ice Age: Continental Drift,2012,"Aziz Ansari, Joy Behar, Christopher Campbell, Alain Chabat",37,49,"$167,138,553",Aziz Ansari,m
tt0280590,Mr. Deeds,2002,"Adam Sandler, Winona Ryder, John Turturro, Allen Covert",22,24,"$166,922,887",Adam Sandler,m
tt1046173,G.I. Joe: The Rise of Cobra,2009,"Adewale Akinnuoye-Agbaje, Christopher Eccleston, Grégory Fitoussi, Joseph Gordon-Levitt",35,32,"$166,540,148",Adewale Akinnuoye-Agbaje,m
tt0371606,Chicken Little,2005,"Zach Braff, Garry Marshall, Don Knotts, Patrick Stewart",36,48,"$164,845,427",Zach Braff,m
tt0467406,Juno,2007,"Ellen Page, Michael Cera, Jennifer Garner, Jason Bateman",94,81,"$164,537,369",Ellen Page,f
tt0322259,2 Fast 2 Furious,2003,"Paul Walker, Tyrese Gibson, Eva Mendes, Cole Hauser",36,38,"$164,336,846",Paul Walker,m
tt1205489,Gran Torino,2008,"Clint Eastwood, Christopher Carley, Bee Vang, Ahney Her",79,72,"$163,685,626",Clint Eastwood,m
tt2404463,The Heat,2013,"Sandra Bullock, Melissa McCarthy, Demián Bichir, Marlon Wayans",65,60,"$162,986,663",Sandra Bullock,f
tt1114740,Paul Blart: Mall Cop,2009,"Kevin James, Keir O'Donnell, Jayma Mays, Raini Rodriguez",33,39,"$162,215,870",Kevin James,m
tt0389860,Click,2006,"Adam Sandler, Kate Beckinsale, Christopher Walken, David Hasselhoff",32,45,"$162,060,434",Adam Sandler,m
